nome,Nasceu no ano 0?,Nasceu no século 12?,Nasceu no século 13?,Nasceu no século 14?,Nasceu no século 15?,Nasceu no século 16?,Nasceu no século 17?,Nasceu no século 18?,Nasceu no século 19?,Nasceu entre 1900 e 1950?,Nasceu entre 1950 e 2000?,Nasceu no século 21?,Nasceu no século 4?,Nasceu no século 5?,Nasceu no século 8?,É abolicionista?,É absolutista?,É acadêmica?,É acadêmico?,É acrobata?,É advogada?,É advogado?,É aeromoça?,É aeronauta?,É africana?,É africano?,É afro-americana?,É afro-americano?,É agricultor?,É alemã?,É alemão?,É alfaiate?,É alienígena?,É alquimista?,É aluna?,É aluno?,É ambientalista?,É americana?,É americano?,É analista?,É anarquista?,É andarilho?,É anglicana?,É anglicano?,É anglo-canadense?,É anti-aristotélico?,É antropólogo?,É apresentador?,É apresentadora?,É apóstolo?,É arcebispo?,É argelino?,É argentina?,É argentino?,É aristocrata?,É armador?,É armeiro?,É arquiduquesa?,É arquiteta?,É arquiteto?,É arquivista?,É artista?,É aspirante?,É assassino?,É asteca?,É astrólogo?,É astrônomo?,É atacante?,É ativista?,É ativista-social?,É atleta?,É ator?,É atriz?,É australiana?,É austro-americano?,É austro-húngaro?,É austríaco?,É autor?,É autora?,É aventureiro?,É aviador?,É bacteriologista?,É baiano?,É bailarina?,É baixista?,É bandido?,É banqueiro?,É baronesa?,É barão?,É baterista?,É belga?,É belgo-americano?,É bibliófilo?,É bicampeão?,É bielo-russo?,É bilionária?,É bilionário?,É bispo?,É biógrafo?,É biólogo?,É brasileira?,É brasileiro?,É britânica?,É britânico?,É bruxo?,É burguesa?,É cabelereiro?,É caipira?,É caixeiro?,É calvinista?,É campeã?,É campeão?,É camponesa?,É canadense?,É cancerologista?,É cangaceiro?,É cantor?,É cantora?,É capelão?,É capitão?,É capitão-general?,É cardeal?,É cardiologista?,É caricaturista?,É carioca?,É carpinteiro?,É cartunista?,É cartógrafo?,É castelhana?,É castelhano?,É católica?,É cavaleiro?,É celebridade?,É centroavante?,É cenógrafo?,É ceo?,É ceramista?,É chanceler?,É chargista?,É checo?,É chefe?,É chilena?,É chileno?,É chinesa?,É chinês?,É cientista?,É cineasta?,É colecionador?,É colecionadora?,É coletivista?,É colombiana?,É colombiano?,É colonizador?,É colunista?,É comandante?,É comediante?,É comentarista?,É comerciante?,É comissário?,É compositor?,É compositora?,É comunista?,É conde?,É conferencista?,É conquistador?,É conselheiro?,É consultor?,É contrabaixista?,É coreógrafo?,É coronel?,É cosmonauta?,É costureira?,É criador?,É criminoso?,É cristã?,É cristão?,É cronista?,É cubano?,É czarina?,É czarista?,É dançarina?,É dançarino?,É delegada?,É delegado?,É democrata?,É dentista?,É deputada?,É deputado?,É descendente?,É desembargador?,É desenhista?,É designer?,É detetive?,É deusa?,É dinamarquês?,É diplomata?,É diretor?,É discotecário?,É discípulo?,É ditador?,É dj?,É doutor?,É dramaturga?,É dramaturgo?,É duque?,É economista?,É editor?,É editora?,É educador?,É educadora?,É egípcia?,É egípcio?,É embaixador?,É embaixadora?,É embaixatriz?,É empregada?,É empresária?,É empresário?,É enfermeira?,É engenheira?,É engenheiro?,É engraxate?,É entrevistador?,É epicurista?,É erudita?,É escocês?,É escrava?,É escravo?,É escritor?,É escritora?,É escrivão?,É escultor?,É escultora?,É espanhola?,É esportista?,É estadunidense?,É estilista?,É estrategista?,É estudante?,É estudioso?,É etnólogo?,É europeia?,É europeu?,É ex-atleta?,É ex-atriz?,É ex-automobilista?,É ex-boxeador?,É ex-embaixador?,É ex-escravo?,É ex-fisioculturista?,É ex-governador?,É ex-imperador?,É ex-jogador?,É ex-jogadora?,É ex-lutador?,É ex-presidente?,É ex-primeira-dama?,É ex-pugilista?,É ex-repórter?,É ex-tenista?,É ex-técnico?,É existencialista?,É explorador?,É expressionista?,É famosa?,É famoso?,É faraó?,É farmacêutico?,É fazendeiro?,É feiticeiro?,É feminista?,É fenômeno?,É ficcionista?,É filantropa?,É filantropo?,É filantrópico?,É filosofo?,É filólogo?,É filósofa?,É filósofo?,É fisiologista?,É flautista?,É folclorista?,É fotógrafa?,É fotógrafo?,É francesa?,É franciscano?,É franco-suíço?,É francês?,É fundador?,É fundamentalista?,É futebolista?,É física?,É físico?,É galã?,É garçonete?,É gaúcha?,É general?,É general-de-brigada?,É genovesa?,É genovês?,É geógrafo?,É ginasta?,É goleiro?,É governador?,É governador-geral?,É governadora?,É grafiteiro?,É gravurista?,É grega?,É grego?,É guardião?,É guerreiro?,É guerrilheiro?,É guitarrista?,É guru?,É gângster?,É gênio?,É gótico?,É herdeiro?,É heroína?,É herói?,É historiador?,É historicista?,É holandesa?,É holandês?,É hollywoodiano?,É homem?,É humorista?,É húngaro?,É idealista?,É ilusionista?,É ilustrador?,É ilustradora?,É imortal?,É imperador?,É imperatriz?,É impressionista?,É indiano?,É indígena?,É influencer?,É influenciadora?,É influente?,É inglesa?,É inspetor?,É instagrammer?,É instrumentista?,É instrutor?,É integralista?,É intérprete?,É inventor?,É irlândes?,É israelense?,É italiana?,É italiano?,É jamaicano?,É jansenista?,É japonesa?,É japonês?,É jedi?,É jesuíta?,É joalheiro?,É jogador?,É jogadora?,É jornaleiro?,É jornalista?,É judaica?,É judeu?,É judia?,É juiz?,É jurista?,É latina?,É latino?,É latino-americana?,É legista?,É lenhador?,É letrista?,É levantador?,É libanês?,É libertário?,É livreiro?,É locutor?,É luso-brasileira?,É luso-brasileiro?,É luso-britânica?,É lutador?,É lutadora?,É luterana?,É luterano?,É líder?,É magnata?,É mago?,É maneirista?,É marceneiro?,É marechal?,É marquesa?,É marquês?,É marxista?,É matemática?,É matemático?,É medievalista?,É meio-campista?,É memorialista?,É mentor?,É mercador?,É mercenário?,É mestre?,É mestre-de-campo?,É mestre-de-capela?,É metafísica?,É metafísico?,É meteorologista?,É mexicana?,É mexicano?,É microbiologista?,É milionário?,É militante?,É militar?,É mineira?,É mineiro?,É minerador?,É mineralogista?,É ministro?,É missionária?,É missionário?,É mitológica?,É modernista?,É monarca?,É monarquista?,É monge?,É moralista?,É mordomo?,É moçambicano?,É mulher?,É multi-instrumentista?,É musa?,É musicista?,É muçulmana?,É muçulmano?,É mágico?,É médica?,É médico?,É músico?,É nacionalista?,É nadadora?,É napoleônico?,É narcotraficante?,É narrador?,É naturalista?,É naturista?,É navegador?,É navegante?,É nazista?,É neoexpressionista?,É neozelandês?,É neurocirurgião?,É neurologista?,É neuropsiquiatra?,É neuropsiquiátrico?,É nipo-britânico?,É nobiliárquico?,É nordestina?,É nordestino?,É normalista?,É norte-americana?,É norte-americano?,É norueguesa?,É norueguês?,É novelista?,É nórdica?,É nômade?,É ocultista?,É oftalmologista?,É orador?,É oriental?,É pacifista?,É padre?,É padroeira?,É padroeiro?,É palhaço?,É papa?,É paquistanesa?,É paraense?,É paraguaio?,É paraibana?,É paraibano?,É parapsicólogo?,É parlamentar?,É pastor?,É pastora?,É patriarca?,É paulista?,É pedagoga?,É pedagogo?,É pediatra?,É pedreiro?,É pensador?,É pensadora?,É percussionista?,É performer?,É pernambucano?,É persa?,É peruano?,É pescador?,É pesquisador?,É pesquisadora?,É pianista?,É piloto?,É pintor?,É pintora?,É poderosa?,É poderoso?,É poeta?,É poetisa?,É polemista?,É policial?,É polonesa?,É polonês?,É político?,É ponta-esquerda?,É portucalense?,É portuguesa?,É português?,É prefeita?,É prefeito?,É pregador?,É presidente?,É primeira-dama?,É primeira-ministra?,É primeiro-ministro?,É prisioneiro?,É procurador?,É produtor?,É produtora?,É professor?,É professora?,É profeta?,É programadora?,É projetista?,É promotor?,É prosador?,É prosélita?,É prussiano?,É príncipe?,É psicanalista?,É psicógrafo?,É psicóloga?,É psicólogo?,É psiquiatra?,É publicista?,É publicitária?,É publicitário?,É pós-impressionista?,É pós-moderna?,É químico?,É racionalista?,É radialista?,É rainha?,É rapper?,É realista?,É recordista?,É redator?,É reformista?,É regente?,É regionalista?,É rei?,É reitor?,É religiosa?,É renascentista?,É repentista?,É republicana?,É republicano?,É repórter?,É retratista?,É revolucionária?,É revolucionário?,É romana?,É romancista?,É romena?,É romântica?,É romântico?,É roqueiro?,É roteirista?,É russa?,É russo?,É sacerdote?,É sambista?,É sanitarista?,É santa?,É santo?,É saudita?,É saxofonista?,É secretária?,É secretário?,É segundo-tenente?,É semideus?,É senador?,É senadora?,É serralheiro?,É sertaneja?,É sertanista?,É simbolista?,É sindicalista?,É skatista?,É soberana?,É socialista?,É socialite?,É socióloga?,É sociólogo?,É soldado?,É soviético?,É subjetivista?,É subsecretária?,É subtenente?,É sueca?,É sueco?,É suiço?,É sul-africana?,É sul-americana?,É super-herói?,É superintendente?,É surfista?,É surrealista?,É sábio?,É síria?,É sírio?,É tcheco?,É teatrólogo?,É tecelão?,É tecladista?,É tenente?,É tenente-coronel?,É tenista?,É terrorista?,É tesoureiro?,É teóloga?,É teólogo?,É teórico?,É tibetano?,É tipógrafo?,É tirano?,É tradicionalista?,É tradutor?,É tradutora?,É traidor?,É trans?,É trapezista?,É tratorista?,É travesti?,É treinador?,É trompetista?,É técnico?,É ultradireitista?,É ultranacionalista?,É ultrarromântica?,É urbanista?,É uruguaio?,É utilitarista?,É vanguardista?,É velocista?,É vendedor?,É veneziana?,É veneziano?,É venezuelano?,É vereador?,É vereadora?,É viajante?,É vice-governador?,É vice-presidente?,É vidente?,É vienense?,É vigário?,É vilã?,É violeira?,É violeiro?,É violonista?,É vlogger?,É vocalista?,É xerife?,É youtuber?,É árabe?,É índio?,É ítalo-americano?,É ítalo-brasileira?,É ítalo-brasileiro?
Abelardo da Hora,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Abreu e Lima (General),-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ada Lovelace,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Adam Smith,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
